source_file	href	candidate_paths
blog/italia-ora-legale-ritardo-it.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/japan-one-timezone-paradox-ja.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/jet-lag-management-guide-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/jet-lag-management-guide.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/managing-remote-team-12-time-zones-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/managing-remote-team-12-time-zones.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/meeting-planner-tips-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/meeting-planner-tips.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/meeting-time-zone-converter.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/military-time-format-explained-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/military-time-format-explained.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/most-confusing-time-zones-in-the-world-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/most-confusing-time-zones-in-the-world.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/most-time-zones-in-the-world-by-country-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/most-time-zones-in-the-world-by-country.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/most-time-zones-in-the-world-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/most-time-zones-in-the-world.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/night-shift-nurse-time-zones-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/night-shift-nurse-time-zones.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/olympics-time-zone-problem-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/olympics-time-zone-problem.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/page/2/index.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/page/3/index.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/page/3/index.html	/blog/dst-2026-australia-fall-back	/tmp/opencode/worldtime/blog/dst-2026-australia-fall-back/index.html|/tmp/opencode/worldtime/blog/dst-2026-australia-fall-back|/tmp/opencode/worldtime/blog/dst-2026-australia-fall-back.html
blog/page/3/index.html	/blog/dst-2026-australia-spring-forward	/tmp/opencode/worldtime/blog/dst-2026-australia-spring-forward/index.html|/tmp/opencode/worldtime/blog/dst-2026-australia-spring-forward|/tmp/opencode/worldtime/blog/dst-2026-australia-spring-forward.html
blog/page/3/index.html	/blog/dst-2026-eu-fall-back	/tmp/opencode/worldtime/blog/dst-2026-eu-fall-back/index.html|/tmp/opencode/worldtime/blog/dst-2026-eu-fall-back|/tmp/opencode/worldtime/blog/dst-2026-eu-fall-back.html
blog/page/3/index.html	/blog/dst-2026-eu-spring-forward	/tmp/opencode/worldtime/blog/dst-2026-eu-spring-forward/index.html|/tmp/opencode/worldtime/blog/dst-2026-eu-spring-forward|/tmp/opencode/worldtime/blog/dst-2026-eu-spring-forward.html
blog/page/3/index.html	/blog/dst-2026-us-fall-back	/tmp/opencode/worldtime/blog/dst-2026-us-fall-back/index.html|/tmp/opencode/worldtime/blog/dst-2026-us-fall-back|/tmp/opencode/worldtime/blog/dst-2026-us-fall-back.html
blog/page/3/index.html	/blog/dst-2026-us-spring-forward	/tmp/opencode/worldtime/blog/dst-2026-us-spring-forward/index.html|/tmp/opencode/worldtime/blog/dst-2026-us-spring-forward|/tmp/opencode/worldtime/blog/dst-2026-us-spring-forward.html
blog/page/3/index.html	/blog/fifa-world-cup-2026-schedule-timezones	/tmp/opencode/worldtime/blog/fifa-world-cup-2026-schedule-timezones/index.html|/tmp/opencode/worldtime/blog/fifa-world-cup-2026-schedule-timezones|/tmp/opencode/worldtime/blog/fifa-world-cup-2026-schedule-timezones.html
blog/page/4/index.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/page/5/index.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/page/5/index.html	/blog/ramadan-2026-timetable	/tmp/opencode/worldtime/blog/ramadan-2026-timetable/index.html|/tmp/opencode/worldtime/blog/ramadan-2026-timetable|/tmp/opencode/worldtime/blog/ramadan-2026-timetable.html
blog/page/6/index.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/page/7/index.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/page/7/index.html	/blog/winter-olympics-2026-schedule-timezones	/tmp/opencode/worldtime/blog/winter-olympics-2026-schedule-timezones/index.html|/tmp/opencode/worldtime/blog/winter-olympics-2026-schedule-timezones|/tmp/opencode/worldtime/blog/winter-olympics-2026-schedule-timezones.html
blog/page/8/index.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/phone-time-wrong-after-flight-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/phone-time-wrong-after-flight.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/remote-team-meeting-scheduler.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/remote-team-time-management-best-practices-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/remote-team-time-management-best-practices.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/rossiya-11-chasovyh-poyasov-ru.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/schedule-meetings-across-time-zones-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/schedule-meetings-across-time-zones.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/schedule-online-classes-time-zones-it-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/schedule-online-classes-time-zones.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/spain-time-zone-history-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/spain-time-zone-history.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/stock-exchange-trading-hours-worldwide-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/stock-exchange-trading-hours-worldwide.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/sunrise-sunset-times-explained-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/sunrise-sunset-times-explained.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-between-dubai-and-new-york-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-between-dubai-and-new-york.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-calculator-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-calculator.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-dubai-london-de.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-dubai-london-es.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-dubai-london-fr.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-dubai-london-ja.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-dubai-london-ru.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-dubai-london-uk.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-dubai-london-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-dubai-london.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-london-tokyo-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-london-tokyo.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-london-de.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-london-es.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-london-fr.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-london-ja.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-london-ru.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-london-uk.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-london-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-london.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-sydney-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-los-angeles-sydney.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-london-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-london.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-sydney-de.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-sydney-es.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-sydney-fr.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-sydney-ja.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-sydney-ru.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-sydney-uk.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-sydney-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-new-york-sydney.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-singapore-london-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-singapore-london.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-sydney-london-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-sydney-london.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-tokyo-london-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-tokyo-london.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-tokyo-sydney-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-difference-tokyo-sydney.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-differences-between-neighboring-countries-surprising-facts-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-differences-between-neighboring-countries-surprising-facts.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-abbreviations-explained-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-abbreviations-explained.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-apps-compared-2026-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-apps-compared-2026-zh.html	/blog/remote-work-async-communication-time-zones	/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones/index.html|/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones|/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones.html
blog/time-zone-apps-compared-2026.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-apps-compared-2026.html	/blog/remote-work-async-communication-time-zones	/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones/index.html|/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones|/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones.html
blog/time-zone-business-mistakes-cost-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-business-mistakes-cost.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-converter-api-developers-guide-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-converter-api-developers-guide.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-converter-guide-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-converter-guide.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-converter-how-it-works-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-converter-how-it-works.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-fails-apps-get-it-wrong-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-fails-apps-get-it-wrong.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-management-remote-teams-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-management-remote-teams.html	/en/	/tmp/opencode/worldtime/en/index.html|/tmp/opencode/worldtime/en|/tmp/opencode/worldtime/en/.html
blog/time-zone-map-of-the-united-states-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-map-of-the-united-states.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-meeting-etiquette-remote-teams-de.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-meeting-etiquette-remote-teams-es.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-meeting-etiquette-remote-teams-fr.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-meeting-etiquette-remote-teams-ja.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-meeting-etiquette-remote-teams-ru.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-meeting-etiquette-remote-teams-uk.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-meeting-etiquette-remote-teams-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-meeting-etiquette-remote-teams.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-myths-debunked-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-myths-debunked.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-rules-for-developers-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-rules-for-developers-zh.html	/blog/time-zone-converter-api-for-developers	/tmp/opencode/worldtime/blog/time-zone-converter-api-for-developers/index.html|/tmp/opencode/worldtime/blog/time-zone-converter-api-for-developers|/tmp/opencode/worldtime/blog/time-zone-converter-api-for-developers.html
blog/time-zone-rules-for-developers.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zone-rules-for-developers.html	/blog/time-zone-converter-api-for-developers	/tmp/opencode/worldtime/blog/time-zone-converter-api-for-developers/index.html|/tmp/opencode/worldtime/blog/time-zone-converter-api-for-developers|/tmp/opencode/worldtime/blog/time-zone-converter-api-for-developers.html
blog/time-zones-for-freelancers-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-for-freelancers.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-global-sports-events-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-global-sports-events.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-in-space-iss-astronauts-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-in-space-iss-astronauts.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-in-space-iss-mars-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-in-space-iss-mars.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-that-disappeared-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-that-disappeared.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-that-no-longer-exist-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/time-zones-that-no-longer-exist.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/timezone-api-comparison-2026.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/timezone-api-comparison-2026.html	/blog/tz-database-explained	/tmp/opencode/worldtime/blog/tz-database-explained/index.html|/tmp/opencode/worldtime/blog/tz-database-explained|/tmp/opencode/worldtime/blog/tz-database-explained.html
blog/ukraine-litniy-chas-yes-uk.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/utc-everything-guide-de.html	/de/time-difference	/tmp/opencode/worldtime/de/time-difference/index.html|/tmp/opencode/worldtime/de/time-difference|/tmp/opencode/worldtime/de/time-difference.html
blog/utc-everything-guide-es.html	/es/time-difference	/tmp/opencode/worldtime/es/time-difference/index.html|/tmp/opencode/worldtime/es/time-difference|/tmp/opencode/worldtime/es/time-difference.html
blog/utc-everything-guide-fr.html	/fr/time-difference	/tmp/opencode/worldtime/fr/time-difference/index.html|/tmp/opencode/worldtime/fr/time-difference|/tmp/opencode/worldtime/fr/time-difference.html
blog/utc-everything-guide-it-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/utc-everything-guide-it-zh.html	/it/time-difference	/tmp/opencode/worldtime/it/time-difference/index.html|/tmp/opencode/worldtime/it/time-difference|/tmp/opencode/worldtime/it/time-difference.html
blog/utc-everything-guide-it.html	/it/time-difference	/tmp/opencode/worldtime/it/time-difference/index.html|/tmp/opencode/worldtime/it/time-difference|/tmp/opencode/worldtime/it/time-difference.html
blog/utc-everything-guide-ja.html	/ja/time-difference	/tmp/opencode/worldtime/ja/time-difference/index.html|/tmp/opencode/worldtime/ja/time-difference|/tmp/opencode/worldtime/ja/time-difference.html
blog/utc-everything-guide-ru.html	/ru/time-difference	/tmp/opencode/worldtime/ru/time-difference/index.html|/tmp/opencode/worldtime/ru/time-difference|/tmp/opencode/worldtime/ru/time-difference.html
blog/utc-everything-guide-uk.html	/uk/time-difference	/tmp/opencode/worldtime/uk/time-difference/index.html|/tmp/opencode/worldtime/uk/time-difference|/tmp/opencode/worldtime/uk/time-difference.html
blog/utc-everything-guide-zh.html	/zh/time-difference	/tmp/opencode/worldtime/zh/time-difference/index.html|/tmp/opencode/worldtime/zh/time-difference|/tmp/opencode/worldtime/zh/time-difference.html
blog/utc-everything-guide.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/utc-travel-tip-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/utc-travel-tip.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/utc-vs-gmt-explained-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/utc-vs-gmt-explained.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/village-two-time-zones-one-street-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/village-two-time-zones-one-street.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/what-cities-are-in-gmt+5-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/what-cities-are-in-gmt+5.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/what-is-the-international-date-line-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/what-is-the-international-date-line.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/what-time-is-it-right-now-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/what-time-is-it-right-now.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/what-time-zone-is-ukraine-in-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/what-time-zone-is-ukraine-in.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/when-and-why-time-zones-were-invented-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/when-and-why-time-zones-were-invented.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-does-russia-have-11-time-zones-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-does-russia-have-11-time-zones.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-i-use-city-names-not-utc-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-i-use-city-names-not-utc.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-nepal-utc-plus-5-45-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-nepal-utc-plus-5-45.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-no-single-world-time-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-no-single-world-time.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-noon-is-not-at-12-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-noon-is-not-at-12.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-spain-is-in-the-wrong-time-zone-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/why-spain-is-in-the-wrong-time-zone.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/working-across-time-zones-mental-health-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/working-across-time-zones-mental-health-zh.html	/blog/remote-work-async-communication-time-zones	/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones/index.html|/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones|/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones.html
blog/working-across-time-zones-mental-health.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/working-across-time-zones-mental-health.html	/blog/remote-work-async-communication-time-zones	/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones/index.html|/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones|/tmp/opencode/worldtime/blog/remote-work-async-communication-time-zones.html
blog/world-clock-desk-setup-it-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/world-clock-desk-setup.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/world-clock-for-remote-teams-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/world-clock-for-remote-teams.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
blog/zhongguo-yige-shiqu-zh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
contact.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
country/afghanistan.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
country/afghanistan.html	/time/herat	/tmp/opencode/worldtime/time/herat/index.html|/tmp/opencode/worldtime/time/herat|/tmp/opencode/worldtime/time/herat.html
country/afghanistan.html	/time/kabul	/tmp/opencode/worldtime/time/kabul/index.html|/tmp/opencode/worldtime/time/kabul|/tmp/opencode/worldtime/time/kabul.html
country/afghanistan.html	/time/kandahar	/tmp/opencode/worldtime/time/kandahar/index.html|/tmp/opencode/worldtime/time/kandahar|/tmp/opencode/worldtime/time/kandahar.html
country/afghanistan.html	/time/mazar-i-sharif	/tmp/opencode/worldtime/time/mazar-i-sharif/index.html|/tmp/opencode/worldtime/time/mazar-i-sharif|/tmp/opencode/worldtime/time/mazar-i-sharif.html
country/argentina.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
country/australia.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
country/austria.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
country/bangladesh.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
country/belgium.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
country/bhutan.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
country/bhutan.html	/time/phuntsholing	/tmp/opencode/worldtime/time/phuntsholing/index.html|/tmp/opencode/worldtime/time/phuntsholing|/tmp/opencode/worldtime/time/phuntsholing.html
country/bhutan.html	/time/punakha	/tmp/opencode/worldtime/time/punakha/index.html|/tmp/opencode/worldtime/time/punakha|/tmp/opencode/worldtime/time/punakha.html
country/brazil.html	/	/index.html|/tmp/opencode/worldtime|/tmp/opencode/worldtime/.html
country/brazil.html	/time/belo-horizonte	/tmp/opencode/worldtime/time/belo-horizonte/index.html|/tmp/opencode/worldtime/time/belo-horizonte|/tmp/opencode/worldtime/time/belo-horizonte.html
country/brazil.html	/time/brasilia	/tmp/opencode/worldtime/time/brasilia/index.html|/tmp/opencode/worldtime/time/brasilia|/tmp/opencode/worldtime/time/brasilia.html
